i     |               X Real          X Imaginary  |        Error Real   Error Imaginary
1873  |    -1.94100956995626    -0.47625907487347  |  -0.0000000001272  -0.0000000001312
1874  |    -0.41329654119843    -0.43164812521423  |  -0.0000000000964  -0.0000000001378
1875  |   -19.62465498772932     8.58556821091405  |  -0.0000000002950  -0.0000000001868
1876  |    -9.45809139699733     5.29885627868173  |   0.0000000000815  -0.0000000002005
1877  |    17.62336866848283     6.94251558621236  |  -0.0000000001552  -0.0000000001737
1878  |    21.61787906789716    12.60783017586178  |   0.0000000000134  -0.0000000001834
1879  |     8.73838157431562     5.09847255562775  |  -0.0000000001598  -0.0000000001608
1880  |   -13.79127512812640    -4.23008413313884  |  -0.0000000000312  -0.0000000001829
1881  |    -8.66846022728019    -0.68086394297423  |  -0.0000000001235  -0.0000000001570
1882  |     2.33918584845916    -1.20802523334537  |  -0.0000000001315  -0.0000000001916
1883  |   -18.59514021060587    -6.67152232090583  |  -0.0000000000883  -0.0000000001772
1884  |    13.74449187740373    -7.80537232867903  |  -0.0000000001489  -0.0000000002020
1885  |     8.09679142858778   -11.29531068012097  |   0.0000000000049  -0.0000000001782
1886  |    -3.92899639052015    -8.55921914973891  |  -0.0000000000277  -0.0000000001592
1887  |    13.04897158906590    -4.98637530185992  |  -0.0000000001383  -0.0000000001384
1888  |    -8.82650978756523     3.23235111366485  |  -0.0000000002128  -0.0000000001818
1889  |    -1.83610290390036    -9.44502342214344  |   0.0000000000173  -0.0000000001687
1890  |     0.71213614066724    -0.90306142544751  |  -0.0000000001958  -0.0000000001725
1891  |    -8.24895258873302   -11.44141696210450  |  -0.0000000001687  -0.0000000001957
1892  |     9.18505892824863   -17.78217036120380  |   0.0000000000528  -0.0000000001917
1893  |    12.71239242006383    18.60229941548324  |  -0.0000000001064  -0.0000000001450
1894  |     2.32315875770356    -2.61112140785969  |  -0.0000000002985  -0.0000000002002
1895  |    -0.52974908696674    -3.14885912292119  |   0.0000000001657  -0.0000000001702
1896  |     3.82039143701707     1.74791092608124  |  -0.0000000003205  -0.0000000001617
1897  |   -11.61399348097891   -13.63811374203210  |  -0.0000000000356  -0.0000000001912
1898  |   -23.43904797872126     3.27256252067699  |  -0.0000000000168  -0.0000000001549
1899  |    -6.96508942482593   -12.65936283882009  |  -0.0000000001932  -0.0000000001564
1900  |    -8.50934052665874   -13.29113016787776  |  -0.0000000000666  -0.0000000001685
1901  |    10.90494876898993     6.76632262696425  |  -0.0000000001589  -0.0000000001574
1902  |     1.52098095609307     3.96799531701981  |  -0.0000000002071  -0.0000000001955
1903  |    -9.26831160390641    13.97225510335264  |   0.0000000001119  -0.0000000001656
1904  |    -5.03227629129410    16.62929812595343  |  -0.0000000003139  -0.0000000001635
1905  |     1.04708453944174    10.72876552297575  |  -0.0000000000576  -0.0000000001936
1906  |    -0.61445829792115    29.04518994784329  |  -0.0000000000028  -0.0000000001603
1907  |    -8.86308861193759     5.13391793599480  |  -0.0000000001751  -0.0000000001571
1908  |    -1.24251369457532    -5.37984144224285  |  -0.0000000001911  -0.0000000001770
1909  |   -21.11882716094977   -15.20095954952065  |  -0.0000000001675  -0.0000000001948
1910  |   -15.37813615903990   -13.62068468750627  |   0.0000000000189  -0.0000000001854
1911  |    -6.45267547019949    -0.27730623410734  |  -0.0000000000954  -0.0000000001562
1912  |    -6.73490510182483     2.22766394649072  |  -0.0000000001457  -0.0000000001648
1913  |   -15.55849691556810   -18.66006515706736  |  -0.0000000002137  -0.0000000001714
1914  |    -3.49311188679989     7.75947312128185  |  -0.0000000001165  -0.0000000001963
1915  |    -6.72930760495004     7.55751696783374  |   0.0000000000443  -0.0000000001596
1916  |     3.74410174544581     4.84738428019667  |  -0.0000000002082  -0.0000000001592
1917  |    -7.74926556540764     0.14395359623716  |  -0.0000000000425  -0.0000000001559
1918  |   -12.30891964379377    -7.23430791393939  |  -0.0000000002682  -0.0000000001672
1919  |     4.97653919079365    -4.17939382058553  |  -0.0000000001234  -0.0000000001893
1920  |     0.32570181063107    -8.60067976587575  |  -0.0000000001137  -0.0000000001873
1921  |     3.71613927623146   -12.29155606066170  |  -0.0000000001519  -0.0000000001887
1922  |     7.53882245648486   -12.43490314092064  |  -0.0000000000751  -0.0000000001909
1923  |    -2.68193311901867     6.30169270623170  |  -0.0000000001245  -0.0000000001735
1924  |   -16.62802554805508     0.49561965485157  |  -0.0000000002658  -0.0000000001990
1925  |    -5.02831638852827   -17.44745405800633  |   0.0000000000762  -0.0000000001839
1926  |    -5.81571866370530     6.22564352417166  |  -0.0000000001159  -0.0000000001554
1927  |    15.78009919517560    -0.17415181119608  |  -0.0000000002146  -0.0000000001612
1928  |    -2.52798634491028    -2.95253172973666  |  -0.0000000001677  -0.0000000001821
1929  |     2.56630552214815    -1.32314145171141  |   0.0000000000015  -0.0000000001605
1930  |     8.82554612755793     4.06320605106182  |  -0.0000000003859  -0.0000000001794
1931  |     1.32940489409105     9.40276785760673  |  -0.0000000000211  -0.0000000001967
1932  |     6.56002786928532   -12.29799132870574  |  -0.0000000001323  -0.0000000001788
1933  |     3.84182403892851    -2.75334522782000  |  -0.0000000000380  -0.0000000001690
1934  |     1.48543817577368     5.71617871278759  |  -0.0000000003195  -0.0000000001746
1935  |     3.63118681752984    -1.25367990961095  |  -0.0000000000192  -0.0000000001882
1936  |   -10.49506564139030    -7.22055022610280  |  -0.0000000001976  -0.0000000001699
1937  |     3.05505715955321     4.19398643021480  |  -0.0000000000674  -0.0000000001809
1938  |    -0.76554683514874     8.86719571151460  |  -0.0000000001563  -0.0000000001599
1939  |    -5.67023558166473    -0.74186866434227  |  -0.0000000002727  -0.0000000001887
1940  |    -1.90543857803116    10.65974819947224  |  -0.0000000000367  -0.0000000001825
1941  |    10.16614139936236     7.26460566427790  |  -0.0000000002601  -0.0000000001848
1942  |    -0.72378019649383     2.22506922536593  |  -0.0000000001924  -0.0000000002020
1943  |     5.97180951954457    -7.82154715756903  |   0.0000000000174  -0.0000000001901
1944  |    -4.04110032421938   -16.65599481061132  |  -0.0000000001967  -0.0000000001683
1945  |    -0.20995800539347     2.05538702648803  |  -0.0000000002208  -0.0000000001918
1946  |    -2.03568792487707   -10.25201512182176  |   0.0000000000762  -0.0000000001646
1947  |    -1.16630282987742     0.29505895574220  |  -0.0000000004460  -0.0000000001710
1948  |     1.72699023681864    -2.84166298669391  |  -0.0000000001240  -0.0000000002031
1949  |    13.66244594439497    -7.33039260680285  |   0.0000000000318  -0.0000000001727
1950  |    -7.22038472663214    -4.61553984243399  |  -0.0000000003023  -0.0000000001687
1951  |     8.62945564969539     0.49158016883518  |  -0.0000000001340  -0.0000000001864
1952  |    11.50784926102295    12.19535725248706  |  -0.0000000001435  -0.0000000001702
1953  |   -19.40060470365582    14.06613363460461  |  -0.0000000003140  -0.0000000001933
1954  |    -1.32249431691772     8.07002207146044  |   0.0000000001448  -0.0000000001720
1955  |    -0.11992749078739     4.15081483841867  |  -0.0000000004030  -0.0000000001631
1956  |     8.55062209349195    -8.29688443381431  |  -0.0000000000947  -0.0000000001865
1957  |     0.98103594343920    -1.99355295345966  |  -0.0000000001519  -0.0000000001684
1958  |   -11.64441292640717    -4.42543206764131  |  -0.0000000001727  -0.0000000001763
1959  |    11.27969028080731     2.45869514746110  |  -0.0000000001253  -0.0000000001667
1960  |    10.63718217669111    -2.04426097783816  |  -0.0000000003428  -0.0000000001802
1961  |   -20.52948570176338    19.28017762757204  |  -0.0000000000603  -0.0000000001893
1962  |    -6.79987664630066     0.53458358943170  |  -0.0000000001701  -0.0000000001706
1963  |    -5.81874051352845    -1.04954491664477  |  -0.0000000002950  -0.0000000001921
1964  |     6.43944149113182    -7.58851560633129  |   0.0000000000809  -0.0000000001720
1965  |   -11.76009054320712    -1.68426862133811  |  -0.0000000004765  -0.0000000001790
1966  |    -6.37643006021456    -6.06616517677340  |   0.0000000000464  -0.0000000001890
1967  |    11.09913300356726     6.26153060625596  |  -0.0000000003694  -0.0000000001765
1968  |   -10.30068547598553    -5.47269259452837  |  -0.0000000001897  -0.0000000002029
1969  |    -8.11597609293813     4.47146500448866  |  -0.0000000000452  -0.0000000001850
1970  |    -6.32765794124090     4.88125890065112  |  -0.0000000001533  -0.0000000001743
1971  |     4.56997760485987    -0.54476712559135  |  -0.0000000003324  -0.0000000001834
1972  |    -4.66776918777087     3.70924426928542  |   0.0000000000279  -0.0000000001799
1973  |    -9.83091870764651     0.84649456117523  |  -0.0000000003337  -0.0000000001701
1974  |     6.55667312915898    17.32524364321629  |  -0.0000000001105  -0.0000000001822
1975  |    -3.54038929772489    -5.95918826274305  |  -0.0000000003779  -0.0000000001807
1976  |    -7.46939351075586    -2.28329983476825  |  -0.0000000001111  -0.0000000001991
1977  |    -7.06856336051813     8.79529814477150  |  -0.0000000001611  -0.0000000001799
1978  |     1.60731761955718    -0.12545356934220  |  -0.0000000003090  -0.0000000001942
1979  |    -6.49857572016577     7.00334783593205  |  -0.0000000001751  -0.0000000001947
1980  |     1.03322948707229    -7.84121210906871  |  -0.0000000001761  -0.0000000001939
1981  |     7.44657432541456     6.86492291529526  |  -0.0000000002381  -0.0000000001930
1982  |    -6.87462523722011     2.04137684885198  |  -0.0000000001219  -0.0000000001908
1983  |    -3.45577457094565    -8.07217330345043  |  -0.0000000003587  -0.0000000001931
1984  |    11.09705889042400    -5.84866675399000  |  -0.0000000000297  -0.0000000001939
1985  |    -1.57382518928273    -6.89731532602413  |  -0.0000000004433  -0.0000000001907
1986  |    -3.77549669602187    -0.27509724169989  |   0.0000000000399  -0.0000000001985
1987  |    -5.27056522442508     7.28362513677640  |  -0.0000000003660  -0.0000000001786
1988  |     2.69080136261054     4.44503153297295  |  -0.0000000001612  -0.0000000001992
1989  |    11.52129733595470    -0.36433400908443  |  -0.0000000001391  -0.0000000001765
1990  |    -5.41284312294433    -1.55002101085179  |  -0.0000000002488  -0.0000000001861
1991  |     1.17463910284418    -4.72754400859642  |  -0.0000000003049  -0.0000000001799
1992  |    -5.88943605360229     6.62378017574100  |  -0.0000000002588  -0.0000000001981
1993  |   -20.80162199381253    15.61969135646993  |  -0.0000000001693  -0.0000000001833
1994  |   -16.16006994868128    -4.28862818996954  |  -0.0000000004502  -0.0000000002024
1995  |    20.85090046865312     0.13964307044432  |  -0.0000000000485  -0.0000000001954
1996  |     5.74179172316007     2.78135842624844  |  -0.0000000003444  -0.0000000001968
1997  |    -6.20278619560987     5.53732945849352  |  -0.0000000000411  -0.0000000001892
1998  |   -17.26801660491603     8.84715508728515  |  -0.0000000003644  -0.0000000001861
1999  |    -1.26662052560759     7.71192377402000  |  -0.0000000002383  -0.0000000001925
2000  |    -1.97843878868126    10.81542547848652  |  -0.0000000001270  -0.0000000001856
2001  |    -8.95198445486448     2.47135468897504  |  -0.0000000003481  -0.0000000001840
2002  |     9.03351132295614    -0.01760798137725  |  -0.0000000001927  -0.0000000001880
2003  |    -7.30333929992084     9.59921818064230  |  -0.0000000003518  -0.0000000001865
2004  |     4.64313679091826    -1.39094807455147  |  -0.0000000001555  -0.0000000001899
2005  |    -9.68136139267051   -12.60372850299289  |  -0.0000000004806  -0.0000000001894
2006  |    -3.41216744191663   -12.40609004035064  |  -0.0000000000685  -0.0000000001980
2007  |   -10.69291176368759     2.16572966558218  |  -0.0000000003574  -0.0000000001840
2008  |    13.47106705611086    -8.18249308474365  |  -0.0000000003053  -0.0000000001997
2009  |    11.02027589887102    -6.87456515033742  |  -0.0000000002426  -0.0000000001889
2010  |    -2.32567361422388     5.76059681110111  |  -0.0000000004152  -0.0000000002024
2011  |     1.20133615995234     7.17288930607697  |  -0.0000000000121  -0.0000000001905
2012  |     8.22758975304098    -9.64612741385461  |  -0.0000000004261  -0.0000000001909
2013  |     6.52366828137480     9.58012166253834  |  -0.0000000002271  -0.0000000001913
2014  |     2.53403105873921    -5.50024680916180  |  -0.0000000003519  -0.0000000001927
2015  |    11.79119921208089   -13.33796432479068  |  -0.0000000003727  -0.0000000001959
2016  |    -5.63572439203030    -0.83031291348103  |  -0.0000000000173  -0.0000000001923
2017  |     2.45340506583749    -1.52310426353699  |  -0.0000000005872  -0.0000000001866
2018  |     3.44893271544350    16.26273156289605  |  -0.0000000002729  -0.0000000002026
2019  |    -4.16780860333002    16.15156431110620  |  -0.0000000000955  -0.0000000001868
2020  |    -0.25049142952336     3.82466397398137  |  -0.0000000004781  -0.0000000001930
2021  |    18.46697557334472     9.54931888404832  |  -0.0000000002313  -0.0000000001903
2022  |    19.32468078588391    -8.58070483093474  |  -0.0000000004538  -0.0000000001945
2023  |   -18.96929685413683     5.62857747958927  |  -0.0000000004417  -0.0000000001973
2024  |    13.75218119394587    -1.00088371962341  |  -0.0000000001072  -0.0000000001984
2025  |    -0.15370830933596   -11.44294438141512  |  -0.0000000004630  -0.0000000001906
2026  |     6.09052035549076   -11.87346031397383  |  -0.0000000003497  -0.0000000002005
2027  |    -9.57156978143810     0.47177304980455  |  -0.0000000002758  -0.0000000001920
2028  |   -10.03623255365022    -2.40299612418826  |  -0.0000000005547  -0.0000000002003
2029  |    -8.81782821188767     4.25831940105745  |  -0.0000000003027  -0.0000000001974
2030  |     9.45782617789911    -2.62414279952790  |  -0.0000000004580  -0.0000000002022
2031  |     4.25777386110409     9.57769523158588  |  -0.0000000001980  -0.0000000001969
2032  |    -7.05994610681420    -8.97382841381992  |  -0.0000000003135  -0.0000000001969
2033  |   -15.88946510222130   -11.18519985483439  |  -0.0000000004179  -0.0000000001930
2034  |    -4.27986074271119    -4.62020016800577  |  -0.0000000004262  -0.0000000001978
2035  |    14.46391565573273    17.79379521537820  |  -0.0000000004848  -0.0000000001950
2036  |   -10.78875853981913   -16.21300486500121  |  -0.0000000004965  -0.0000000002007
2037  |     8.10843356306842    -8.98911030976424  |  -0.0000000004387  -0.0000000001975
2038  |    -4.80200669903722     6.86192767708295  |  -0.0000000003294  -0.0000000002006
2039  |    -0.36235043941130     9.09842972071167  |  -0.0000000005087  -0.0000000001961
2040  |     2.86971331096737     4.48296234458402  |  -0.0000000003731  -0.0000000002002
2041  |   -12.47197199302492    12.03766506438075  |  -0.0000000007250  -0.0000000001966
